ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the link with professional practice / professional careers?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring?;Would you like to give your institution any other feedback on examination and assessment?;Would you like to give your institution any other feedback on engagement and contact?;Would you like to give your institution any other feedback on studying under special circumstances?
555;2;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;Could the program incorporate more discussions about neurodiversity and different learning styles?;De carrièrecentrale zou meer industrie-specifieke bureaus en bedrijven moeten integreren voor praktijkervaring.;Het is heel prettig dat de docenten altijd een luisterend oor en advies hebben.;Ik voelde me gesteund en gewaardeerd door de persoonlijke aandacht en complimenten van iedereen.;Ik denk dat de beoordeling transparant is, maar ik zou graag meer gestructureerde discussies over moeilijke casussen zien.;Why is the contact regarding minor changes sometimes given last minute?;Het zou fijn zijn als de gesprekken minder theoretisch en meer op schoolgerelateerde oplossingen gefocust waren.
556;1;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;Is er een reden waarom [NAME] zo langzaam is met het geven van de beoordelingen? Het is te veel.;Could we get industry experts to speak about their career paths and needs? (English);It feels like the teaching is a massive lecture rather than personal academic support.;More dedicated drop-in sessions would significantly improve my access to guidance.;Ik stel voor om de beoordeling meer te spreiden over het hele semester, niet alleen in exams.;Het zou geweldig zijn als er meer studentgeorganiseerde workshops zouden komen over CV-schrijven.;Zouden de online video's ook een transcript hebben, naast de ondertiteling? Zoekbaarheid.
557;1;2026/27;Eindhoven;Cyber Security;Full-time;First-year;Het is lastig om snel antwoord te krijgen op vragen, de docenten zijn vaak onbereikbaar.;Het zou een grotere focus kunnen hebben op 'shadowing' dagen bij lokale bedrijven om ervaring op te doen.;I feel like the teaching style lacks flexibility and is too rigid for diverse learning needs.;De gemeenschappelijke ervaringen met peers hebben mij echt geholpen om mij op de campus te voelen.;Ik waardeer meer diepgaand commentaar op de onderliggende concepten, niet alleen de feiten.;"I feel genuinely seen and supported by my mentor; the guidance has been invaluable.";I wish there was clearer information regarding alternative study locations during inclement weather.
558;1;2026/27;Tilburg;Artificial Intelligence;Part-time;Second-year;We need clearer guidelines, the constant stream of unclear updates makes learning difficult.;Zou het mogelijk zijn om een centrale database met potentiële stagegevers op te zetten?;It would really help if the professors could focus more on individual student needs.;Het is lastig om een consistent ritme te houden door de onvoorspelbare afspraken.;The exam paper needs clearer examples for those complex conceptual questions.;Het zou een enorme hulp zijn als de docenten een duidelijkere reactie-op-dag-tijdlijn hadden.;Zou de bibliotheek meer uren open kunnen zijn tijdens grote toernooien, alstublieft?
559;2;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;We hebben meer tijd nodig om al deze projecten en leesmaterialen goed te verwerken.;Het zou helpen als de carrièreadviseurs meer op de hoogte waren van de nieuwste trends in AI en tech.;De mentoren zijn erg behulpzaam met moeilijke onderwerpen, het versterkt echt mijn begrip.;Understanding the 'why' behind the grading system would clear up a lot of confusion for us.;Developing a practical component, like a prototype, would greatly enhance the learning experience.;I feel like I'm getting the minimum required guidance, nothing more enriching.;We need clearer instructions on how to troubleshoot accessibility issues with the online learning portal.
560;1;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;De hoeveelheid leeswerk en projecten zorgt voor een onrealistische werkdruk.;Having a structured platform to meet industry leaders outside of formal job fairs would be invaluable for us.;Het is frustrerend dat persoonlijke aandacht bijna onmogelijk is in zulke grote formaten.;Het is frustrerend dat ik me vaak moet melden omdat mijn vragen over studieadvies niet snel beantwoord worden.;De examenvragen waren uitstekend, maar er miste meer transparantie in hoe de punten verdeeld werden.;It would be excellent to have access to mentors outside of class hours for deeper discussion.;More flexible deadlines for major projects would greatly benefit those with intense commitments.
561;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;More structured, dedicated class time would make a significant positive difference to our learning.;I really think more mandatory company visits would bridge the gap between theory and the actual job market.;Ik ervaar vaak inconsistentie in de begeleiding, het wisselt sterk van week tot week.;Ik ben erg blij met de ondersteuning en de complimenteuze woorden, ik voel me nu echt gesteund.;Het zou geweldig zijn om de tentamens te vervangen door een uitgebreide mondeling examen.;Ik zou meer willen weten over de gemiddelde reactietijd op e-mails van de docenten.;The platform needs better functionality for users who rely on specialized reading software.
562;1;2026/27;Tilburg;Cyber Security;Full-time;Second-year;It felt rushed, we need more actual instructional time to cover everything properly.;The focus on theory sometimes makes us feel unprepared for the fast-paced demands of the job market.;Ik zou meer individuele begeleiding willen krijgen dan de huidige grote sessies bieden.;Meer aandacht voor anti-racisme en culturele competentie van het personeel is welkom.;We appreciate the coursework, maar te veel zware examens op korte tijd is echt vermoeiend.;Could there be more casual study rooms where students can just hang out and talk?;Ik zou graag meer opties voor gepersonaliseerde studiematerialen willen zien.
563;1;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Het zou echt helpen als de docenten wat meer tijd zouden reserveren voor praktijkvoorbeelden.;Ik zou graag meer projecten willen die gebaseerd zijn op actuele bedrijfsdata uit het echte leven.;Misschien meer practica met bedrijven zodat we écht industrie-ervaring kunnen opdoen.;De sessie over het schrijven van een sterke motivatiebrief was zeer waardevol.;Het gebrek aan goede studiemateriaal tijdens examens verhoogt de stress enorm.;Zou het mogelijk zijn om een forum te creëren waar we direct en anoniem vragen kunnen stellen aan de docenten?;Adding more resources for coping strategies for general stress levels would greatly assist.
564;1;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Het zou fantastisch zijn als we eens meer bestudeerden over minderheidsgroepen en hun ervaringen.;Het zou fijn zijn als de docenten meer input van recente industry professionals zouden krijgen, voor een frisser perspectief.;It makes such a difference when the instructors reach out with tips, not just waiting for us.;More resources on portfolio building and industry best practices would be amazing.;Kortom, de formulering van sommige examenvragen miste aan precisie en duidelijkheid, wat frustrerend was.;It's confusing whether to call the registrar or the student services desk for course changes.;"It felt like the staff understood my challenges; they were genuinely supportive and accommodating."
565;1;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;I am consistently frustrated by [NAME]'s extremely slow feedback turnaround, it causes unnecessary stress.;Graag zouden we meer diepgaande analyses van echte zakelijke dilemma's kunnen maken.;Honestly, the lack of in-person interaction makes us feel pretty isolated.;Het zou nuttig zijn als er back-up mentoren waren als de primaire mentor niet beschikbaar is.;Het zou fijn zijn als de examens wat minder stressvol zouden zijn, misschien met meer flexibele toetsvormen.;Het is prima, maar iets meer nadruk op het creëren van een echte studiegenoot-sfeer zou helpen.;Ik denk dat variëteit in lesformaten, zoals meer praktijk, nuttig zou zijn.
566;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;De tools die we krijgen zijn vaak onbetrouwbaar, wat onze leerervaring negatief beïnvloedt.;Meer modules over het geven van effectieve feedback aan collega's zou ik graag zien.;Ik hoop op meer variatie in de lesaanpak, het wordt te voorspelbaar en saai.;The counseling services are generally good, yet I wish there were more drop-in sessions available.;Could the institution please expedite the process for marking and returning final assignments?;Ik merk dat we minder directe contacturen hebben, waardoor de stof wat moeilijk te volgen is.;Could the institution consider improving the tactile paving along the walkways for visually impaired students?
567;1;2026/27;Den Bosh;Cyber Security;Part-time;Third-year;More accessible consultation times are needed so students don't feel lost.;Het zou helpen om een mentorprogramma te starten met professionals in het vakgebied.;The delay in mentor replies is genuinely disruptive, we need quicker turnaround on crucial topics.;Het zou nuttig zijn om minder afhankelijk te zijn van één persoon voor al onze vragen.;I feel that the assessment didn't accurately reflect the material covered in the lectures.;More quick office hours would really help us clarify confusing concepts before exams.;The listening ear is great, maar meer concrete plannen voor de toekomst zouden echt een verschil maken.
568;2;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;Ik hoop dat er meer lesuren komen, want de huidige hoeveelheid is onvoldoende.;Meer aandacht voor de waarde van certificaten in de industrie zou echt helpen.;Ik merk dat de feedbacksessies meer een massa-uitzending zijn dan persoonlijk advies.;Het zou nuttig zijn om duidelijkheid te krijgen over welke criteria we moeten gebruiken voor de beoordeling.;Meer communicatie over wat te doen bij een systeemuitval zou helpen enorm.;"Het persoonlijke advies van mijn mentor was echt waardevol; ik voelde me hierdoor echt gezien.";Sommige interactieve modules zijn te complex en werken slecht op diverse browsers.
569;1;2026/27;Eindhoven;ICT & Business;Full-time;First-year;Het is onacceptabel dat belangrijke slides vaak te laat worden gedeeld na de colleges.;Het zou geweldig zijn als we meer gerichte sessies over industriecontacten zouden houden.;Ik hoop dat er een centraal online kennisplatform komt dat makkelijker te gebruiken is.;De communicatie over veranderingen in het studieplan was te traag en vaag.;Ik heb behoefte aan concrete tips, niet alleen een cijfer, om te weten wat ik volgende keer beter kan doen.;Ik heb behoefte aan één overzichtelijke plek die alle relevante contactpersonen bij elkaar zet.;Ik waardeer de empathie, maar de praktische oplossingen die geboden worden, zijn te vaag.
